NO,hospital_name,ykiho,doctor_info,specialties,source_file,num_doctors,num_dentists,num_korean_med,category,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,total_medical_staff,category_en,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,radiology,internal_medicine,oriental_neuropsychiatry,anesthesiology_pain,rehabilitation_medicine,occupational_medicine,oral_maxillofacial_surgery,surgery,emergency_medicine,acupuncture,family_medicine,ophthalmology,orthopedic_surgery,psychiatry,periodontology,pediatrics,cardiothoracic_surgery,lab_medicine,prosthodontics,oral_pathology,plastic_surgery,radiation_oncology,dentistry,ent,conservative_dentistry,urology,orthodontics,oral_medicine,preventive_medicine,dermatology,pediatric_dentistry,neurosurgery,tuberculosis,nuclear_medicine,oriental_internal,integrated_dentistry,dental_radiology,neurology,oriental_obgyn,oriental_rehab,obstetrics_gynecology,pathology,province,city
120,선한병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,"총 인원 : 26명 (의사 : 25, 치과의사 : 1, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (4), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (2), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,25,1,0,종합병원,2,5,0,2,0,0,0,1,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,26,general_hospital,2,5,0,2,0,0,0,1,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,2,5,0,2,0,0,0,1,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,광주광역시,서구
121,미래로21병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 31명 (의사 : 31, 치과의사 : 0, 한의사 : 0)","내과 (11), 신경과 (1), 외과 (2), 정형외과 (4), 신경외과 (1), 심장혈관흉부외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (3)",hco_info_종합병원_20250518_2200.csv,31,0,0,종합병원,2,11,0,1,0,0,0,2,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,31,general_hospital,2,11,0,1,0,0,0,2,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,11,0,1,0,0,0,2,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,광주광역시,서구
122,대청병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDQjJDgz,"총 인원 : 31명 (의사 : 30, 치과의사 : 1, 한의사 : 0)","내과 (5), 신경과 (2), 외과 (5), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (4)",hco_info_종합병원_20250518_2200.csv,30,1,0,종합병원,2,5,0,1,0,0,0,5,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,31,general_hospital,2,5,0,1,0,0,0,5,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,5,0,1,0,0,0,5,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,대전광역시,서구
123,근로복지공단 대전병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,"총 인원 : 28명 (의사 : 27, 치과의사 : 1, 한의사 : 0)","내과 (3), 신경과 (1), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 이비인후과 (1), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (4), 가정의학과 (2), 직업환경의학과 (4)",hco_info_종합병원_20250518_2200.csv,27,1,0,종합병원,2,3,0,1,4,4,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,28,general_hospital,2,3,0,1,4,4,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,0,1,4,4,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,대전광역시,대덕구
124,광주희망병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,"총 인원 : 21명 (의사 : 21, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (3), 정형외과 (4), 신경외과 (2), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (1)",hco_info_종합병원_20250518_2200.csv,21,0,0,종합병원,2,4,0,1,0,0,0,3,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,21,general_hospital,2,4,0,1,0,0,0,3,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,4,0,1,0,0,0,3,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,광주광역시,북구
125,운암한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,"총 인원 : 22명 (의사 : 22, 치과의사 : 0, 한의사 : 0)","내과 (6), 신경과 (1), 외과 (1), 신경외과 (3), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (1)",hco_info_종합병원_20250518_2200.csv,22,0,0,종합병원,2,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,22,general_hospital,2,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,광주광역시,북구
126,광주한국병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 30명 (의사 : 30, 치과의사 : 0, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (3), 마취통증의학과 (2), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (4)",hco_info_종합병원_20250518_2200.csv,30,0,0,종합병원,2,7,0,2,0,0,0,1,4,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,30,general_hospital,2,7,0,2,0,0,0,1,4,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,7,0,2,0,0,0,1,4,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,광주광역시,서구
127,서광병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 26명 (의사 : 26, 치과의사 : 0, 한의사 : 0)","내과 (6), 신경과 (1), 외과 (3), 정형외과 (2), 신경외과 (2), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (5)",hco_info_종합병원_20250518_2200.csv,26,0,0,종합병원,1,6,0,1,0,0,0,3,5,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,26,general_hospital,1,6,0,1,0,0,0,3,5,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,6,0,1,0,0,0,3,5,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,광주광역시,서구
128,상무병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,"총 인원 : 28명 (의사 : 28, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (3), 정형외과 (4), 신경외과 (1), 심장혈관흉부외과 (1), 마취통증의학과 (3), 소아청소년과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (3)",hco_info_종합병원_20250518_2200.csv,28,0,0,종합병원,1,5,0,3,0,0,0,3,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,general_hospital,1,5,0,3,0,0,0,3,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,3,0,0,0,3,3,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,광주광역시,서구
129,학교법인 을지학원 대전을지대학교병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 154명 (의사 : 151, 치과의사 : 3, 한의사 : 0)","내과 (30), 신경과 (5), 정신건강의학과 (4), 외과 (11), 정형외과 (11), 신경외과 (6), 심장혈관흉부외과 (3), 성형외과 (3), 마취통증의학과 (9), 산부인과 (8), 소아청소년과 (6), 안과 (1), 이비인후과 (4), 피부과 (2), 비뇨의학과 (4), 영상의학과 (11), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (2), 재활의학과 (3), 핵의학과 (1), 가정의학과 (5), 응급의학과 (6), 직업환경의학과 (1), 구강악안면외과 (1), 치과보존과 (1)",hco_info_종합병원_20250518_2200.csv,151,3,0,종합병원,11,30,0,9,3,1,1,11,6,0,5,1,11,4,0,6,3,2,0,0,3,1,0,4,1,4,0,0,0,2,0,6,0,1,0,0,0,5,0,0,8,2,154,general_hospital,11,30,0,9,3,1,1,11,6,0,5,1,11,4,0,6,3,2,0,0,3,1,0,4,1,4,0,0,0,2,0,6,0,1,0,0,0,5,0,0,8,2,11,30,0,9,3,1,1,11,6,0,5,1,11,4,0,6,3,2,0,0,3,1,0,4,1,4,0,0,0,2,0,6,0,1,0,0,0,5,0,0,8,2,대전광역시,서구
130,광주보훈병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNzEjJDEjJDgjJDgz,"총 인원 : 73명 (의사 : 66, 치과의사 : 6, 한의사 : 1)","내과 (11), 신경과 (3), 정신건강의학과 (1), 외과 (2), 정형외과 (2), 신경외과 (2), 마취통증의학과 (3), 산부인과 (2), 소아청소년과 (2), 안과 (2), 이비인후과 (2), 피부과 (1), 비뇨의학과 (4), 영상의학과 (4), 병리과 (1), 진단검사의학과 (1), 재활의학과 (4), 핵의학과 (1), 가정의학과 (3), 응급의학과 (3), 치과보철과 (3), 치주과 (2), 구강내과 (1)",hco_info_종합병원_20250518_2200.csv,66,6,1,종합병원,4,11,0,3,4,0,0,2,3,0,3,2,2,1,2,2,0,1,3,0,0,0,0,2,0,4,0,1,0,1,0,2,0,1,0,0,0,3,0,0,2,1,73,general_hospital,4,11,0,3,4,0,0,2,3,0,3,2,2,1,2,2,0,1,3,0,0,0,0,2,0,4,0,1,0,1,0,2,0,1,0,0,0,3,0,0,2,1,4,11,0,3,4,0,0,2,3,0,3,2,2,1,2,2,0,1,3,0,0,0,0,2,0,4,0,1,0,1,0,2,0,1,0,0,0,3,0,0,2,1,광주광역시,광산구
131,첨단종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 46명 (의사 : 45, 치과의사 : 1, 한의사 : 0)","내과 (13), 신경과 (1), 정신건강의학과 (1), 외과 (3), 정형외과 (4), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (2), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (2), 응급의학과 (7)",hco_info_종합병원_20250518_2200.csv,45,1,0,종합병원,1,13,0,3,2,0,0,3,7,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,46,general_hospital,1,13,0,3,2,0,0,3,7,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,13,0,3,2,0,0,3,7,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,광주광역시,광산구
132,KS병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 45명 (의사 : 44, 치과의사 : 1, 한의사 : 0)","내과 (10), 신경과 (1), 외과 (3), 정형외과 (3), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (4), 응급의학과 (8), 직업환경의학과 (1), 통합치의학과 (1)",hco_info_종합병원_20250518_2200.csv,44,1,0,종합병원,3,10,0,2,1,1,0,3,8,0,4,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,45,general_hospital,3,10,0,2,1,1,0,3,8,0,4,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,3,10,0,2,1,1,0,3,8,0,4,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,광주광역시,광산구
133,신가병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,"총 인원 : 25명 (의사 : 25, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (3), 신경외과 (2), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (2), 응급의학과 (4)",hco_info_종합병원_20250518_2200.csv,25,0,0,종합병원,3,5,0,2,2,0,0,1,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,25,general_hospital,3,5,0,2,2,0,0,1,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,3,5,0,2,2,0,0,1,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,광주광역시,광산구
134,광주센트럴병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 33명 (의사 : 33, 치과의사 : 0, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (4), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (1), 소아청소년과 (5), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (1), 응급의학과 (1)",hco_info_종합병원_20250518_2200.csv,33,0,0,종합병원,2,7,0,1,1,0,0,1,1,0,1,0,4,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,33,general_hospital,2,7,0,1,1,0,0,1,1,0,1,0,4,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,7,0,1,1,0,0,1,1,0,1,0,4,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,광주광역시,광산구
135,의료법인 우범의료재단 장흥종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,"총 인원 : 12명 (의사 : 12, 치과의사 : 0, 한의사 : 0)","내과 (2), 외과 (2), 정형외과 (1), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1)",hco_info_종합병원_20250518_2200.csv,12,0,0,종합병원,1,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,general_hospital,1,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,전라남도,장흥군
136,광주수완병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (3), 외과 (1), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (3)",hco_info_종합병원_20250518_2200.csv,19,0,0,종합병원,1,3,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,general_hospital,1,3,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,광주광역시,광산구
137,대전보훈병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,"총 인원 : 45명 (의사 : 38, 치과의사 : 6, 한의사 : 1)","내과 (7), 신경과 (3), 정신건강의학과 (1), 외과 (2), 정형외과 (3), 신경외과 (2), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 피부과 (1), 비뇨의학과 (3), 영상의학과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 치주과 (2)",hco_info_종합병원_20250518_2200.csv,38,6,1,종합병원,2,7,0,3,1,0,0,2,0,0,3,1,3,1,2,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0,45,general_hospital,2,7,0,3,1,0,0,2,0,0,3,1,3,1,2,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0,2,7,0,3,1,0,0,2,0,0,3,1,3,1,2,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0,대전광역시,대덕구
138,하남성심병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,"총 인원 : 25명 (의사 : 24, 치과의사 : 1, 한의사 : 0)","내과 (5), 외과 (2), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 안과 (1), 이비인후과 (1), 영상의학과 (2), 진단검사의학과 (1), 응급의학과 (4)",hco_info_종합병원_20250518_2200.csv,24,1,0,종합병원,2,5,0,2,0,0,0,2,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,25,general_hospital,2,5,0,2,0,0,0,2,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,2,0,0,0,2,4,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,광주광역시,광산구
139,의료법인영훈의료재단 유성선병원,JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 95명 (의사 : 92, 치과의사 : 3, 한의사 : 0)","내과 (18), 신경과 (5), 정신건강의학과 (1), 외과 (5), 정형외과 (7), 신경외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (5), 산부인과 (5), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (2), 영상의학과 (6), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (10), 응급의학과 (10), 직업환경의학과 (1), 구강악안면외과 (1), 치과보철과 (1), 치과보존과 (1)",hco_info_종합병원_20250518_2200.csv,92,3,0,종합병원,6,18,0,5,1,1,1,5,10,0,10,0,7,1,0,2,1,1,1,0,0,1,0,2,1,2,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,2,95,general_hospital,6,18,0,5,1,1,1,5,10,0,10,0,7,1,0,2,1,1,1,0,0,1,0,2,1,2,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,2,6,18,0,5,1,1,1,5,10,0,10,0,7,1,0,2,1,1,1,0,0,1,0,2,1,2,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,2,대전광역시,유성구
140,빛가람종합병원,JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,"총 인원 : 26명 (의사 : 26, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (2), 정형외과 (3), 신경외과 (3), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 영상의학과 (2), 진단검사의학과 (1), 가정의학과 (2)",hco_info_종합병원_20250518_2200.csv,26,0,0,종합병원,2,5,0,2,0,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,26,general_hospital,2,5,0,2,0,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,2,5,0,2,0,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,전라남도,나주시
141,재단법인 아산사회복지재단 정읍아산병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDgjJDgz,"총 인원 : 28명 (의사 : 28, 치과의사 : 0, 한의사 : 0)","내과 (5), 정신건강의학과 (1), 외과 (2), 정형외과 (1), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (3), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (1), 병리과 (1), 가정의학과 (2), 응급의학과 (1), 직업환경의학과 (1)",hco_info_종합병원_20250518_2200.csv,28,0,0,종합병원,1,5,0,2,0,1,0,2,1,0,2,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,28,general_hospital,1,5,0,2,0,1,0,2,1,0,2,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,0,2,0,1,0,2,1,0,2,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,전북특별자치도,정읍시
