index,name,onclick,ykiho,doctor_info,specialties,special_fields
23,의료법인 인당의료재단 부민병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz"",23);",JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,"총 인원 : 63명 (의사 : 62, 치과의사 : 1, 한의사 : 0)","내과 (13), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (13), 신경외과 (4), 심장혈관흉부외과 (3), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (6), 병리과 (1), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (4)","내과 (13), 신경과 (2), 정신건강의학과 (1), 외과 (3), 정형외과 (13), 신경외과 (4), 마취통증의학과 (4), 산부인과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (6), 병리과 (1), 진단검사의학과 (1), 응급의학과 (4), 예방치과 (0), 통합치의학과 (0)"
24,구포성심병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz"",24);",JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"총 인원 : 32명 (의사 : 31, 치과의사 : 1, 한의사 : 0)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (2), 마취통증의학과 (2), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (3), 통합치의학과 (1)","내과 (7), 신경과 (1), 외과 (1), 정형외과 (5), 신경외과 (2), 심장혈관흉부외과 (0), 마취통증의학과 (2), 산부인과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 응급의학과 (3), 구강악안면외과 (0)"
25,의료법인숭인의료재단 김해복음병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz"",25);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNTEjJDEjJDYjJDgz,"총 인원 : 44명 (의사 : 43, 치과의사 : 1, 한의사 : 0)","내과 (8), 신경과 (3), 외과 (2), 정형외과 (6), 신경외과 (2), 심장혈관흉부외과 (1), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (5), 직업환경의학과 (3)","내과 (8), 신경과 (3), 정신건강의학과 (0), 외과 (2), 정형외과 (6), 신경외과 (2), 마취통증의학과 (3), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 응급의학과 (5), 직업환경의학과 (3), 소아치과 (0), 예방치과 (0)"
26,동남권원자력의학원원자력병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz"",26);",JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"총 인원 : 63명 (의사 : 63, 치과의사 : 0, 한의사 : 0)","내과 (16), 정신건강의학과 (1), 외과 (10), 정형외과 (1), 신경외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (2), 영상의학과 (4), 방사선종양학과 (3), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (2), 가정의학과 (4)","내과 (16), 정신건강의학과 (1), 외과 (10), 정형외과 (1), 신경외과 (4), 심장혈관흉부외과 (1), 마취통증의학과 (4), 산부인과 (1), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (2), 영상의학과 (4), 방사선종양학과 (3), 병리과 (2), 진단검사의학과 (2), 재활의학과 (1), 핵의학과 (2), 가정의학과 (4), 응급의학과 (0)"
27,베데스다복음병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz"",27);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 19명 (의사 : 19, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (1), 외과 (1), 정형외과 (4), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1)","내과 (4), 신경과 (1), 외과 (1), 정형외과 (4), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (0), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (0)"
28,강일병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz"",28);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 34명 (의사 : 33, 치과의사 : 1, 한의사 : 0)","내과 (8), 신경과 (2), 외과 (2), 정형외과 (4), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (5), 구강악안면외과 (1), 통합치의학과 (1)","내과 (8), 신경과 (2), 외과 (2), 정형외과 (4), 신경외과 (1), 마취통증의학과 (1), 소아청소년과 (1), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (3), 응급의학과 (5), 구강악안면외과 (1)"
29,의료법인환명의료재단 조은금강병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz"",29);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,"총 인원 : 42명 (의사 : 41, 치과의사 : 1, 한의사 : 0)","내과 (10), 신경과 (2), 정신건강의학과 (2), 외과 (3), 정형외과 (3), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 피부과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (2), 직업환경의학과 (3)","내과 (10), 신경과 (2), 정신건강의학과 (2), 외과 (3), 정형외과 (3), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (1), 이비인후과 (0), 피부과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (2), 직업환경의학과 (3), 치주과 (0)"
30,의료법인갑을의료재단 갑을장유병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz"",30);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"총 인원 : 27명 (의사 : 26, 치과의사 : 1, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (4)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (3), 진단검사의학과 (1), 가정의학과 (1), 응급의학과 (4)"
31,창원경상국립대학교병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz"",31);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"총 인원 : 133명 (의사 : 130, 치과의사 : 3, 한의사 : 0)","내과 (33), 신경과 (4), 정신건강의학과 (3), 외과 (7), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (7), 성형외과 (1), 마취통증의학과 (9), 산부인과 (4), 소아청소년과 (11), 안과 (3), 이비인후과 (4), 피부과 (2), 비뇨의학과 (2), 영상의학과 (6), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (2), 핵의학과 (1), 응급의학과 (10), 직업환경의학과 (2), 예방의학과 (1), 구강악안면외과 (2), 치과보철과 (1)","내과 (33), 신경과 (4), 정신건강의학과 (3), 외과 (7), 정형외과 (4), 신경외과 (4), 심장혈관흉부외과 (7), 성형외과 (1), 마취통증의학과 (9), 산부인과 (4), 소아청소년과 (11), 안과 (3), 이비인후과 (4), 피부과 (2), 비뇨의학과 (2), 영상의학과 (6), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (1), 재활의학과 (2), 핵의학과 (1), 응급의학과 (10), 직업환경의학과 (2), 구강악안면외과 (2)"
32,연세에스병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz"",32);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNjEjJDEjJDgjJDgz,"총 인원 : 21명 (의사 : 21, 치과의사 : 0, 한의사 : 0)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (3), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (1), 병리과 (1), 가정의학과 (2)","내과 (5), 신경과 (1), 외과 (1), 정형외과 (2), 신경외과 (3), 마취통증의학과 (1), 소아청소년과 (1), 영상의학과 (1), 병리과 (1), 가정의학과 (2), 응급의학과 (0)"
33,창원한마음병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz"",33);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,"총 인원 : 115명 (의사 : 110, 치과의사 : 5, 한의사 : 0)","내과 (24), 신경과 (3), 정신건강의학과 (2), 외과 (10), 정형외과 (2), 신경외과 (3), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (5), 산부인과 (9), 소아청소년과 (4), 안과 (2), 이비인후과 (2), 피부과 (1), 비뇨의학과 (3), 영상의학과 (5), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (3), 재활의학과 (1), 핵의학과 (1), 가정의학과 (2), 응급의학과 (15), 직업환경의학과 (2), 예방의학과 (1), 구강악안면외과 (3), 통합치의학과 (1)","내과 (24), 신경과 (3), 정신건강의학과 (2), 외과 (10), 정형외과 (2), 신경외과 (3), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (5), 산부인과 (9), 소아청소년과 (4), 안과 (2), 이비인후과 (2), 피부과 (1), 비뇨의학과 (3), 영상의학과 (5), 방사선종양학과 (1), 병리과 (2), 진단검사의학과 (3), 재활의학과 (1), 핵의학과 (1), 가정의학과 (2), 응급의학과 (15), 직업환경의학과 (2), 구강악안면외과 (3)"
34,근로복지공단 창원병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz"",34);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNzEjJDEjJDgjJDgz,"총 인원 : 31명 (의사 : 27, 치과의사 : 4, 한의사 : 0)","내과 (2), 신경과 (1), 외과 (1), 정형외과 (3), 신경외과 (1), 마취통증의학과 (1), 산부인과 (3), 이비인후과 (1), 영상의학과 (1), 병리과 (1), 재활의학과 (4), 직업환경의학과 (6), 예방의학과 (1)","내과 (2), 신경과 (1), 정신건강의학과 (0), 외과 (1), 정형외과 (3), 신경외과 (1), 심장혈관흉부외과 (0), 마취통증의학과 (1), 산부인과 (3), 소아청소년과 (0), 이비인후과 (1), 피부과 (0), 비뇨의학과 (0), 영상의학과 (1), 병리과 (1), 진단검사의학과 (0), 재활의학과 (4), 가정의학과 (0), 응급의학과 (0), 직업환경의학과 (6), 구강악안면외과 (0), 치과보철과 (0), 치과교정과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 구강병리과 (0), 예방치과 (0)"
35,창원파티마병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz"",35);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjODEjJDEjJDIjJDgz,"총 인원 : 107명 (의사 : 105, 치과의사 : 2, 한의사 : 0)","내과 (25), 신경과 (6), 정신건강의학과 (1), 외과 (7), 정형외과 (5), 신경외과 (4), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (5), 산부인과 (5), 소아청소년과 (4), 안과 (4), 이비인후과 (1), 피부과 (2), 비뇨의학과 (2), 영상의학과 (10), 병리과 (1), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (3), 응급의학과 (10), 직업환경의학과 (3), 구강악안면외과 (1), 치과보철과 (1)","내과 (25), 신경과 (6), 정신건강의학과 (1), 외과 (7), 정형외과 (5), 신경외과 (4), 심장혈관흉부외과 (2), 성형외과 (1), 마취통증의학과 (5), 산부인과 (5), 소아청소년과 (4), 안과 (4), 이비인후과 (1), 피부과 (2), 비뇨의학과 (2), 영상의학과 (10), 병리과 (1), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (3), 응급의학과 (10), 직업환경의학과 (3), 구강악안면외과 (1), 치과보철과 (1)"
36,서울산보람병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz"",36);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"총 인원 : 23명 (의사 : 22, 치과의사 : 1, 한의사 : 0)","내과 (5), 외과 (1), 정형외과 (3), 신경외과 (3), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 영상의학과 (1), 병리과 (1), 가정의학과 (1), 응급의학과 (4)","내과 (5), 외과 (1), 정형외과 (3), 신경외과 (3), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 영상의학과 (1), 병리과 (1), 가정의학과 (1), 응급의학과 (4), 치과보철과 (0), 치주과 (0)"
37,의료법인 정안의료재단 중앙병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz"",37);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,"총 인원 : 54명 (의사 : 52, 치과의사 : 2, 한의사 : 0)","내과 (11), 신경과 (1), 외과 (2), 정형외과 (6), 신경외과 (4), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (4), 병리과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (7), 직업환경의학과 (3), 통합치의학과 (1)","내과 (11), 신경과 (1), 정신건강의학과 (0), 외과 (2), 정형외과 (6), 신경외과 (4), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 비뇨의학과 (1), 영상의학과 (4), 병리과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (7), 직업환경의학과 (3), 통합치의학과 (1)"
38,의료법인 은성의료재단 좋은삼정병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz"",38);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,"총 인원 : 37명 (의사 : 36, 치과의사 : 1, 한의사 : 0)","내과 (12), 신경과 (1), 외과 (1), 정형외과 (4), 신경외과 (2), 마취통증의학과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (1)","내과 (12), 신경과 (1), 외과 (1), 정형외과 (4), 신경외과 (2), 마취통증의학과 (2), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (4), 진단검사의학과 (1), 가정의학과 (0), 예방치과 (0)"
39,의료법인 대우의료재단대우병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz"",39);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,"총 인원 : 34명 (의사 : 30, 치과의사 : 4, 한의사 : 0)","내과 (4), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (2), 직업환경의학과 (4), 예방의학과 (1), 치주과 (1)","내과 (4), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (1), 진단검사의학과 (1), 가정의학과 (2), 응급의학과 (0), 직업환경의학과 (4), 구강악안면외과 (0), 치과보철과 (0), 소아치과 (0), 치주과 (1), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 구강병리과 (0), 예방치과 (0), 통합치의학과 (0)"
40,의료법인 동강의료재단 동강병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz"",40);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,"총 인원 : 92명 (의사 : 88, 치과의사 : 4, 한의사 : 0)","내과 (24), 신경과 (3), 정신건강의학과 (1), 외과 (5), 정형외과 (5), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (2), 마취통증의학과 (5), 산부인과 (2), 소아청소년과 (2), 이비인후과 (2), 비뇨의학과 (1), 영상의학과 (9), 병리과 (1), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (1), 응급의학과 (9), 직업환경의학과 (5), 예방의학과 (1), 구강악안면외과 (1)","내과 (24), 신경과 (3), 정신건강의학과 (1), 외과 (5), 정형외과 (5), 신경외과 (4), 심장혈관흉부외과 (1), 성형외과 (2), 마취통증의학과 (5), 산부인과 (2), 소아청소년과 (2), 안과 (0), 이비인후과 (2), 피부과 (0), 비뇨의학과 (1), 영상의학과 (9), 병리과 (1), 진단검사의학과 (2), 재활의학과 (1), 가정의학과 (1), 응급의학과 (9), 직업환경의학과 (5), 구강악안면외과 (1), 치과보철과 (0), 소아치과 (0), 치주과 (0), 치과보존과 (0), 구강내과 (0), 영상치의학과 (0), 구강병리과 (0), 예방치과 (0), 통합치의학과 (0)"
41,울산병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz"",41);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,"총 인원 : 53명 (의사 : 52, 치과의사 : 1, 한의사 : 0)","내과 (15), 신경과 (3), 정신건강의학과 (1), 외과 (2), 정형외과 (4), 신경외과 (2), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (5), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (5), 예방의학과 (1), 통합치의학과 (1)","내과 (15), 신경과 (3), 정신건강의학과 (1), 외과 (2), 정형외과 (4), 신경외과 (2), 심장혈관흉부외과 (0), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 안과 (1), 이비인후과 (1), 비뇨의학과 (1), 영상의학과 (5), 진단검사의학과 (1), 재활의학과 (1), 가정의학과 (2), 응급의학과 (5), 통합치의학과 (1)"
42,의료법인석영의료재단창원제일종합병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz"",42);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,"총 인원 : 15명 (의사 : 15, 치과의사 : 0, 한의사 : 0)","내과 (4), 외과 (1), 정형외과 (1), 신경외과 (3), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1)","내과 (4), 외과 (1), 정형외과 (1), 신경외과 (3), 마취통증의학과 (2), 산부인과 (1), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (1)"
43,경상남도마산의료원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz"",43);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,"총 인원 : 22명 (의사 : 22, 치과의사 : 0, 한의사 : 0)","내과 (4), 신경과 (2), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 영상의학과 (1), 진단검사의학과 (1), 응급의학과 (5)","내과 (4), 신경과 (2), 정신건강의학과 (1), 외과 (1), 정형외과 (2), 신경외과 (1), 심장혈관흉부외과 (0), 마취통증의학과 (1), 산부인과 (1), 소아청소년과 (1), 이비인후과 (1), 피부과 (0), 비뇨의학과 (0), 영상의학과 (1), 진단검사의학과 (1), 재활의학과 (0), 응급의학과 (5)"
44,의료법인합포의료재단에스엠지연세병원,"HospitalMap.hospDrgMoveMap(""JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz"",44);",JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjODEjJDEjJDIjJDgz,"총 인원 : 39명 (의사 : 39, 치과의사 : 0, 한의사 : 0)","내과 (12), 신경과 (2), 정신건강의학과 (1), 외과 (2), 정형외과 (2), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 비뇨의학과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 응급의학과 (5)","내과 (12), 신경과 (2), 정신건강의학과 (1), 외과 (2), 정형외과 (2), 신경외과 (3), 심장혈관흉부외과 (1), 마취통증의학과 (2), 산부인과 (1), 소아청소년과 (2), 이비인후과 (0), 비뇨의학과 (1), 영상의학과 (2), 병리과 (1), 진단검사의학과 (1), 가정의학과 (0), 응급의학과 (5), 구강내과 (0)"
